,Image Id,Num. of Cells,Per-Cell Area,Centroid,Dens. of Cells
10,Result_U-Net_E11_11-11,73,3013,"(264.63159641553267, 726.1666113508131)",4.840900168702055e-05
11,Result_U-Net_E11_11-11,73,979,"(268.41879468845764, 964.9213483146067)",4.840900168702055e-05
12,Result_U-Net_E11_11-11,73,5783,"(312.5829154418122, 370.64620439218396)",4.840900168702055e-05
13,Result_U-Net_E11_11-11,73,3974,"(332.48792148968295, 531.2790639154505)",4.840900168702055e-05
14,Result_U-Net_E11_11-11,73,941,"(363.6280552603613, 249.72051009564294)",4.840900168702055e-05
15,Result_U-Net_E11_11-11,73,2733,"(379.6739846322722, 581.2872301500183)",4.840900168702055e-05
16,Result_U-Net_E11_11-11,73,1477,"(376.4854434664861, 687.9783344617468)",4.840900168702055e-05
17,Result_U-Net_E11_11-11,73,642,"(376.7258566978193, 758.4080996884735)",4.840900168702055e-05
18,Result_U-Net_E11_11-11,73,5633,"(409.8478608201669, 53.73868276229363)",4.840900168702055e-05
19,Result_U-Net_E11_11-11,73,3524,"(422.6282633371169, 314.88365493757095)",4.840900168702055e-05
20,Result_U-Net_E11_11-11,73,1543,"(410.30654569021385, 450.30848995463384)",4.840900168702055e-05
21,Result_U-Net_E11_11-11,73,2078,"(406.52069297401346, 884.6799807507218)",4.840900168702055e-05
22,Result_U-Net_E11_11-11,73,3900,"(420.55974358974356, 177.2648717948718)",4.840900168702055e-05
23,Result_U-Net_E11_11-11,73,1254,"(437.1108452950558, 366.2049441786284)",4.840900168702055e-05
24,Result_U-Net_E11_11-11,73,351,"(460.4074074074074, 743.5555555555555)",4.840900168702055e-05
25,Result_U-Net_E11_11-11,73,4134,"(507.4395258829221, 258.3778422835027)",4.840900168702055e-05
26,Result_U-Net_E11_11-11,73,1412,"(479.5573654390935, 498.59773371104814)",4.840900168702055e-05
27,Result_U-Net_E11_11-11,73,2956,"(483.2946549391069, 900.1840324763193)",4.840900168702055e-05
28,Result_U-Net_E11_11-11,73,3238,"(519.5809141445336, 430.8563928350834)",4.840900168702055e-05
29,Result_U-Net_E11_11-11,73,2525,"(518.770693069307, 824.700198019802)",4.840900168702055e-05
30,Result_U-Net_E11_11-11,73,2334,"(516.0244215938303, 347.7133676092545)",4.840900168702055e-05
31,Result_U-Net_E11_11-11,73,1188,"(528.1557239057239, 687.3888888888889)",4.840900168702055e-05
32,Result_U-Net_E11_11-11,73,3428,"(574.1852392065344, 919.2024504084014)",4.840900168702055e-05
33,Result_U-Net_E11_11-11,73,443,"(563.0767494356659, 627.7878103837472)",4.840900168702055e-05
34,Result_U-Net_E11_11-11,73,1063,"(583.5634995296331, 807.1693320790216)",4.840900168702055e-05
35,Result_U-Net_E11_11-11,73,2966,"(592.0114632501686, 1041.1780175320296)",4.840900168702055e-05
36,Result_U-Net_E11_11-11,73,1349,"(605.5693106004447, 756.466271312083)",4.840900168702055e-05
37,Result_U-Net_E11_11-11,73,4044,"(629.538081107814, 196.97898120672602)",4.840900168702055e-05
38,Result_U-Net_E11_11-11,73,2685,"(645.092364990689, 478.2413407821229)",4.840900168702055e-05
39,Result_U-Net_E11_11-11,73,2177,"(645.1699586587047, 879.6890215893432)",4.840900168702055e-05
40,Result_U-Net_E11_11-11,73,570,"(644.5596491228071, 538.2964912280702)",4.840900168702055e-05
41,Result_U-Net_E11_11-11,73,2384,"(653.0834731543624, 671.0687919463087)",4.840900168702055e-05
42,Result_U-Net_E11_11-11,73,1562,"(661.0672215108834, 360.6523687580026)",4.840900168702055e-05
43,Result_U-Net_E11_11-11,73,6562,"(685.643706187138, 968.1109417860408)",4.840900168702055e-05
44,Result_U-Net_E11_11-11,73,1353,"(714.5639320029564, 72.77235772357723)",4.840900168702055e-05
45,Result_U-Net_E11_11-11,73,498,"(717.0582329317269, 761.2068273092369)",4.840900168702055e-05
46,Result_U-Net_E11_11-11,73,1641,"(745.6075563680682, 834.1127361365021)",4.840900168702055e-05
47,Result_U-Net_E11_11-11,73,1479,"(737.0236646382691, 899.3840432724814)",4.840900168702055e-05
48,Result_U-Net_E11_11-11,73,1972,"(826.5836713995943, 1146.7068965517242)",4.840900168702055e-05
49,Result_U-Net_E11_11-11,73,13131,"(879.3241184982104, 1065.9655014850355)",4.840900168702055e-05
50,Result_U-Net_E11_11-11,73,2319,"(849.9542906425183, 330.1078050884002)",4.840900168702055e-05
51,Result_U-Net_E11_11-11,73,1336,"(840.6017964071856, 850.6137724550898)",4.840900168702055e-05
52,Result_U-Net_E11_11-11,73,2167,"(863.3811721273651, 919.1453622519613)",4.840900168702055e-05
53,Result_U-Net_E11_11-11,73,4773,"(884.7582233396187, 51.99748585795098)",4.840900168702055e-05
54,Result_U-Net_E11_11-11,73,6668,"(902.4577084583084, 493.85812837432513)",4.840900168702055e-05
55,Result_U-Net_E11_11-11,73,1803,"(921.6810870770937, 863.5745978924016)",4.840900168702055e-05
56,Result_U-Net_E11_11-11,73,2687,"(935.0107927056197, 726.6911053219203)",4.840900168702055e-05
57,Result_U-Net_E11_11-11,73,276,"(922.804347826087, 1012.4927536231884)",4.840900168702055e-05
58,Result_U-Net_E11_11-11,73,431,"(975.784222737819, 996.524361948956)",4.840900168702055e-05
59,Result_U-Net_E11_11-11,73,1406,"(999.3577524893315, 938.9985775248933)",4.840900168702055e-05
60,Result_U-Net_E11_11-11,73,737,"(994.9606512890095, 25.327001356852104)",4.840900168702055e-05
61,Result_U-Net_E11_11-11,73,3460,"(1011.7523121387284, 605.1471098265896)",4.840900168702055e-05
62,Result_U-Net_E11_11-11,73,6505,"(1043.780476556495, 1041.3958493466564)",4.840900168702055e-05
63,Result_U-Net_E11_11-11,73,2477,"(1029.6047638272103, 894.4255147355672)",4.840900168702055e-05
64,Result_U-Net_E11_11-11,73,4040,"(1063.9153465346535, 498.95346534653464)",4.840900168702055e-05
65,Result_U-Net_E11_11-11,73,3808,"(1051.1005777310925, 707.0378151260504)",4.840900168702055e-05
66,Result_U-Net_E11_11-11,73,2809,"(1057.2281950872195, 98.48843004627982)",4.840900168702055e-05
67,Result_U-Net_E11_11-11,73,2255,"(1076.1507760532152, 907.3822616407982)",4.840900168702055e-05
68,Result_U-Net_E11_11-11,73,2383,"(1087.1200167855643, 846.5488879563576)",4.840900168702055e-05
69,Result_U-Net_E11_11-11,73,2101,"(1089.371727748691, 997.6163731556402)",4.840900168702055e-05
70,Result_U-Net_E11_11-11,73,1034,"(1098.5773694390716, 613.9458413926499)",4.840900168702055e-05
71,Result_U-Net_E11_11-11,73,1647,"(1125.4899817850637, 921.5974499089253)",4.840900168702055e-05
72,Result_U-Net_E11_11-11,73,1950,"(1190.8651282051283, 465.24666666666667)",4.840900168702055e-05
73,Result_U-Net_E11_11-11,73,1423,"(1202.53478566409, 1160.3548840477863)",4.840900168702055e-05
1,Result_U-Net_E11_11-12,73,1157,"(38.98012100259291, 61.24978392394123)",4.840900168702055e-05
2,Result_U-Net_E11_11-12,73,6034,"(69.67268810076234, 200.57805767318527)",4.840900168702055e-05
3,Result_U-Net_E11_11-12,73,6754,"(170.30204323363932, 1035.393100384957)",4.840900168702055e-05
4,Result_U-Net_E11_11-12,73,1798,"(154.46496106785318, 725.9076751946608)",4.840900168702055e-05
5,Result_U-Net_E11_11-12,73,1558,"(177.69319640564828, 654.696405648267)",4.840900168702055e-05
6,Result_U-Net_E11_11-12,73,2007,"(194.01694070752367, 773.2137518684603)",4.840900168702055e-05
7,Result_U-Net_E11_11-12,73,1168,"(193.34760273972603, 1140.2046232876712)",4.840900168702055e-05
8,Result_U-Net_E11_11-12,73,1145,"(244.4122270742358, 1088.3310043668123)",4.840900168702055e-05
9,Result_U-Net_E11_11-12,73,1443,"(259.63617463617464, 969.6708246708247)",4.840900168702055e-05
10,Result_U-Net_E11_11-12,73,330,"(253.3181818181818, 790.2666666666667)",4.840900168702055e-05
11,Result_U-Net_E11_11-12,73,3192,"(267.05325814536343, 726.172932330827)",4.840900168702055e-05
12,Result_U-Net_E11_11-12,73,5759,"(308.63292238235806, 369.7796492446605)",4.840900168702055e-05
13,Result_U-Net_E11_11-12,73,1138,"(284.725834797891, 51.123022847100174)",4.840900168702055e-05
14,Result_U-Net_E11_11-12,73,4300,"(328.3467441860465, 534.1890697674419)",4.840900168702055e-05
15,Result_U-Net_E11_11-12,73,937,"(357.14300960512276, 254.5357524012807)",4.840900168702055e-05
16,Result_U-Net_E11_11-12,73,1742,"(372.48277841561423, 687.2083811710677)",4.840900168702055e-05
17,Result_U-Net_E11_11-12,73,1585,"(375.33753943217664, 591.6946372239747)",4.840900168702055e-05
18,Result_U-Net_E11_11-12,73,817,"(377.01591187270503, 757.3194614443084)",4.840900168702055e-05
19,Result_U-Net_E11_11-12,73,5906,"(409.41026075177786, 54.08432102946156)",4.840900168702055e-05
20,Result_U-Net_E11_11-12,73,3547,"(421.99323371863545, 316.2410487736115)",4.840900168702055e-05
21,Result_U-Net_E11_11-12,73,1665,"(409.6378378378378, 451.61561561561564)",4.840900168702055e-05
22,Result_U-Net_E11_11-12,73,2127,"(409.0173953925717, 886.6958157028679)",4.840900168702055e-05
23,Result_U-Net_E11_11-12,73,3678,"(421.0731375747689, 174.04241435562807)",4.840900168702055e-05
24,Result_U-Net_E11_11-12,73,1364,"(435.16568914956014, 366.25439882697947)",4.840900168702055e-05
25,Result_U-Net_E11_11-12,73,1464,"(444.7527322404372, 740.7383879781421)",4.840900168702055e-05
26,Result_U-Net_E11_11-12,73,1435,"(474.6132404181185, 500.96585365853656)",4.840900168702055e-05
27,Result_U-Net_E11_11-12,73,4154,"(508.6413095811266, 816.0014443909484)",4.840900168702055e-05
28,Result_U-Net_E11_11-12,73,4099,"(507.76677238350817, 256.90021956574776)",4.840900168702055e-05
29,Result_U-Net_E11_11-12,73,2764,"(483.3118668596237, 901.2344428364689)",4.840900168702055e-05
30,Result_U-Net_E11_11-12,73,3387,"(518.5550634780042, 431.643932683791)",4.840900168702055e-05
31,Result_U-Net_E11_11-12,73,2414,"(517.7299088649544, 346.8405136702568)",4.840900168702055e-05
32,Result_U-Net_E11_11-12,73,1179,"(527.4639525021205, 686.7387616624258)",4.840900168702055e-05
33,Result_U-Net_E11_11-12,73,3570,"(573.3148459383754, 919.0070028011204)",4.840900168702055e-05
34,Result_U-Net_E11_11-12,73,1020,"(584.056862745098, 806.2039215686275)",4.840900168702055e-05
35,Result_U-Net_E11_11-12,73,3277,"(595.7418370460788, 1047.203539823009)",4.840900168702055e-05
36,Result_U-Net_E11_11-12,73,1205,"(606.0199170124481, 755.9734439834025)",4.840900168702055e-05
37,Result_U-Net_E11_11-12,73,4062,"(628.788035450517, 197.32644017725258)",4.840900168702055e-05
38,Result_U-Net_E11_11-12,73,2727,"(641.9644297763109, 476.95086175284194)",4.840900168702055e-05
39,Result_U-Net_E11_11-12,73,2125,"(645.56, 879.6903529411765)",4.840900168702055e-05
40,Result_U-Net_E11_11-12,73,873,"(643.5315005727377, 535.2038946162658)",4.840900168702055e-05
41,Result_U-Net_E11_11-12,73,2301,"(653.09691438505, 670.722294654498)",4.840900168702055e-05
42,Result_U-Net_E11_11-12,73,1797,"(661.7161936560935, 358.84418475236504)",4.840900168702055e-05
43,Result_U-Net_E11_11-12,73,6539,"(683.9334760666769, 968.3826273130448)",4.840900168702055e-05
44,Result_U-Net_E11_11-12,73,1333,"(715.3068267066767, 72.88072018004502)",4.840900168702055e-05
45,Result_U-Net_E11_11-12,73,498,"(717.2389558232932, 761.156626506024)",4.840900168702055e-05
46,Result_U-Net_E11_11-12,73,3970,"(740.4836272040302, 866.0186397984887)",4.840900168702055e-05
